osm_way_id,street_name,road_type,ward_code,ward_name,status
24519016,Colwyn Avenue,residential,W05001040,Bon-y-maen,not_started
24519017,Chepstow Place,residential,W05001040,Bon-y-maen,not_started
24519019,Mansel Road,tertiary,W05001040,Bon-y-maen,not_started
24540305,Heol Glynhir,unclassified,W05001062,Pontarddulais,not_started
24540307,Heol Y Waun,residential,W05001062,Pontarddulais,not_started
24540308,Maes Teg,residential,W05001062,Pontarddulais,not_started
24540470,Pontardulais Road,primary,W05001060,Penllergaer,not_started
24540749,Cae-Bryn Avenue,residential,W05001064,Sketty,not_started
24540750,Glan yr Afon Gardens,residential,W05001064,Sketty,not_started
24540767,Lon Olchfa,residential,W05001064,Sketty,not_started
24540768,Gwent Grove,residential,W05001064,Sketty,not_started
24540874,Coedfan,residential,W05001064,Sketty,not_started
24540875,The Spinney,residential,W05001064,Sketty,not_started
24541329,Hendremawr Close,residential,W05001064,Sketty,not_started
245796095,Llys Pentrefelen,residential,W05001057,Mynydd-bach,not_started
245796095,Llys Pentrefelen,residential,W05001051,Llangyfelach,not_started
245796864,Rothwell Road,residential,W05001050,Landore,not_started
24580296,Glenville Road,residential,W05001056,Mumbles,not_started
24580304,Glengower Close,residential,W05001056,Mumbles,not_started
24580305,Trinity Close,residential,W05001056,Mumbles,not_started
24580307,Helwick Close,residential,W05001056,Mumbles,not_started
24580314,Oystermouth Court,residential,W05001056,Mumbles,not_started
24583568,Aneurin Close,residential,W05001064,Sketty,not_started
24593243,Clyne View,residential,W05001045,Dunvant_Killay,not_started
24593251,Woodside Close,residential,W05001045,Dunvant_Killay,not_started
24593258,Landor Avenue,residential,W05001045,Dunvant_Killay,not_started
24605468,Clayton Street,residential,W05001050,Landore,not_started
24605469,Saddler Street,residential,W05001050,Landore,not_started
24605487,Mysydd Road,residential,W05001050,Landore,not_started
24605515,Sydney Street,residential,W05001044,Cwmbwrla,not_started
24607589,Rowan Close,residential,W05001045,Dunvant_Killay,not_started
24607592,Clyne Valley Cottages,residential,W05001045,Dunvant_Killay,not_started
24628552,Stepney Street,residential,W05001044,Cwmbwrla,not_started
24628558,Gwylym Street,residential,W05001044,Cwmbwrla,not_started
24628559,Caepistyll Street,residential,W05001041,Castle,not_started
24628560,Lion Street,residential,W05001041,Castle,not_started
24628662,Heol Maes-Y-Gelynen,residential,W05001055,Morriston,not_started
24628685,Mill Stream Way,unclassified,W05001052,Llansamlet,not_started
24628694,Mona Close,unclassified,W05001040,Bon-y-maen,not_started
24645064,Llangwm,residential,W05001059,Penderry,not_started
24645065,Broughton Avenue,tertiary,W05001059,Penderry,not_started
24645217,Llanerch Road,residential,W05001040,Bon-y-maen,not_started
24645218,Ty Draw Crescent,unclassified,W05001040,Bon-y-maen,not_started
24645219,Ty Draw Road,unclassified,W05001040,Bon-y-maen,not_started
24645220,Caldicot Road,residential,W05001040,Bon-y-maen,not_started
24645221,Bon-Y-Maen Road,tertiary,W05001040,Bon-y-maen,not_started
24645303,Lon Heddwch,residential,W05001052,Llansamlet,not_started
24645304,Y Gefnen,residential,W05001052,Llansamlet,not_started
24645305,Rhyd y Felin,residential,W05001052,Llansamlet,not_started
24645306,Maes Yr Haf,residential,W05001052,Llansamlet,not_started
24645307,Heol Hafdy,residential,W05001052,Llansamlet,not_started
24645309,Glan Y-Wern Road,residential,W05001052,Llansamlet,not_started
24645310,Tyn y Waun,residential,W05001052,Llansamlet,not_started
24648063,Clos George Morgan,residential,W05001055,Morriston,not_started
24651997,Midland Place,residential,W05001052,Llansamlet,not_started
24651999,Ffordd Llundain,residential,W05001052,Llansamlet,not_started
24652160,Cwmbath Road,residential,W05001055,Morriston,not_started
24652167,Parry Road,tertiary,W05001055,Morriston,not_started
24652294,Titanium Road,unclassified,W05001043,Cockett,not_started
24652294,Titanium Road,unclassified,W05001069,Waunarlwydd,not_started
24652489,Robert Owen Gardens,residential,W05001065,StThomas,not_started
24652490,David Williams Terrace,residential,W05001065,StThomas,not_started
24662914,Clyn Cwm Gwyn,residential,W05001045,Dunvant_Killay,not_started
24662916,St. Nicholas Court,residential,W05001045,Dunvant_Killay,not_started
24698169,The Lodge Close,residential,W05001064,Sketty,not_started
24713312,New Well Lane,tertiary,W05001056,Mumbles,not_started
24713355,Newton Villas,residential,W05001056,Mumbles,not_started
24713358,Brooklyn Terrace,residential,W05001056,Mumbles,not_started
24758011,Pen-y-fan,residential,W05001052,Llansamlet,not_started
24758012,Heol Cae Glas,residential,W05001052,Llansamlet,not_started
24758013,Maes-lan,residential,W05001052,Llansamlet,not_started
24758014,Summer Place,residential,W05001052,Llansamlet,not_started
24758031,Church Road,tertiary,W05001052,Llansamlet,not_started
24758140,Heol Briallu,residential,W05001055,Morriston,not_started
24758141,Springfield Street,residential,W05001055,Morriston,not_started
24758142,Pleasant Street,residential,W05001055,Morriston,not_started
24824079,Coltshill Drive,residential,W05001056,Mumbles,not_started
24824426,Ffynone Drive,residential,W05001067,Uplands,not_started
24824427,Ffynone Close,residential,W05001067,Uplands,not_started
24931718,Millands Close,residential,W05001056,Mumbles,not_started
24936118,Brokesby Road,residential,W05001040,Bon-y-maen,not_started
24936119,Dartford Road,residential,W05001040,Bon-y-maen,not_started
24936120,Talfan Road,residential,W05001040,Bon-y-maen,not_started
24936121,Cwm Chapel Road,residential,W05001040,Bon-y-maen,not_started
25121614,Hael Lane,unclassified,W05001061,Pennard,not_started
25384874,Penyrheol Close,residential,W05001064,Sketty,not_started
25384875,Ocean View Close,residential,W05001064,Sketty,not_started
25384941,Cedric Close,residential,W05001064,Sketty,not_started
25385244,Hartfield Close,residential,W05001064,Sketty,not_started
25385245,Glenfield Close,residential,W05001064,Sketty,not_started
25385246,The Beeches Close,residential,W05001064,Sketty,not_started
25525732,Langcliff Park,residential,W05001056,Mumbles,not_started
25525829,Rosser's Field,residential,W05001056,Mumbles,not_started
25537912,Pen-llwyn-march Road,residential,W05001043,Cockett,not_started
25537914,Gendros Avenue West,residential,W05001043,Cockett,not_started
25537916,Upper King's Head Road,residential,W05001043,Cockett,not_started
25537983,Ffordd-y-Brain,residential,W05001043,Cockett,not_started
25537984,Heol Calfin,residential,W05001043,Cockett,not_started
25537985,Heol Awstin,residential,W05001059,Penderry,not_started
25538187,Pembroke Street,residential,W05001044,Cwmbwrla,not_started
25538273,Queensway,unclassified,W05001043,Cockett,not_started
25538274,Cadle Mill,unclassified,W05001059,Penderry,not_started
25564503,Bishop's Grove,residential,W05001064,Sketty,not_started
25564522,Coed Mor,residential,W05001064,Sketty,not_started
25564529,Dulais Grove,residential,W05001064,Sketty,not_started
25564542,Millfield Close,residential,W05001064,Sketty,not_started
25653233,Rhos Road,residential,W05001043,Cockett,not_started
25653234,St. Peter's Terrace,residential,W05001043,Cockett,not_started
25653236,Ceri Road,residential,W05001066,Townhill,not_started
25703175,High Street,primary,W05001047,Gorseinon_Penyrheol,not_started
25703734,Fern Street,residential,W05001044,Cwmbwrla,not_started
25723080,Saint Teilo Street,primary,W05001062,Pontarddulais,not_started
25744920,Dulais Road,primary,W05001062,Pontarddulais,not_started
25745430,Martin Street,secondary,W05001055,Morriston,not_started
25789602,Lôn Cothi,residential,W05001043,Cockett,not_started
25789604,Elwy Crescent,residential,W05001066,Townhill,not_started
25789613,Gwylfa Road,residential,W05001066,Townhill,not_started
25789614,Gomer Road,residential,W05001066,Townhill,not_started
25789615,Brynffordd,residential,W05001043,Cockett,not_started
25789616,Bryn y Clochydd,residential,W05001043,Cockett,not_started
25789836,Raleigh Close,residential,W05001064,Sketty,not_started
25789837,Benbow Close,residential,W05001064,Sketty,not_started
25789838,Dana Drive,residential,W05001064,Sketty,not_started
25789839,Cunningham Close,residential,W05001064,Sketty,not_started
25789897,Brynaeron,residential,W05001045,Dunvant_Killay,not_started
25789898,Meadow View,residential,W05001045,Dunvant_Killay,not_started
25815996,Voylart Road,residential,W05001045,Dunvant_Killay,not_started
25816080,Pentyla Road,residential,W05001067,Uplands,not_started
25816081,Goronwy Road,residential,W05001043,Cockett,not_started
25816081,Goronwy Road,residential,W05001066,Townhill,not_started
25816229,Gendros Avenue East,residential,W05001043,Cockett,not_started
25816231,Samuel Crescent,residential,W05001043,Cockett,not_started
25816235,Maes Glas Road,residential,W05001044,Cwmbwrla,not_started
25816237,Brondeg,residential,W05001044,Cwmbwrla,not_started
25816242,Pegler Street,residential,W05001044,Cwmbwrla,not_started
25816244,Clare Street,residential,W05001044,Cwmbwrla,not_started
25816246,Miles Road,residential,W05001044,Cwmbwrla,not_started
25816300,Rosemary Court,residential,W05001055,Morriston,not_started
25816303,Saint David's Road,unclassified,W05001052,Llansamlet,not_started
25836051,Long View Road,residential,W05001057,Mynydd-bach,not_started
25936845,Hollybush Drive,residential,W05001064,Sketty,not_started
25936848,Stepney Road,residential,W05001043,Cockett,not_started
25936854,Lion Way,unclassified,W05001052,Llansamlet,not_started
26170701,Ash Street,residential,W05001055,Morriston,not_started
26170702,Tawe Street,residential,W05001055,Morriston,not_started
26170703,Wychtree Street,residential,W05001055,Morriston,not_started
26170704,Water Lane,unclassified,W05001055,Morriston,not_started
26170706,Camffrwd Way,unclassified,W05001052,Llansamlet,not_started
26170710,Kemys Way,unclassified,W05001052,Llansamlet,not_started
26170752,Viking Way,unclassified,W05001040,Bon-y-maen,not_started
26195573,Parc Road,residential,W05001055,Morriston,not_started
26195574,Parc Terrace,residential,W05001055,Morriston,not_started
26195577,Davis Street,residential,W05001050,Landore,not_started
26195578,Landeg Street,residential,W05001050,Landore,not_started
26195580,Forbes Street,residential,W05001050,Landore,not_started
26195582,Dinas Street,residential,W05001050,Landore,not_started
26195584,Millbrook Street,residential,W05001050,Landore,not_started
26195585,Idris Terrace,residential,W05001050,Landore,not_started
26195586,Britannia Road,residential,W05001050,Landore,not_started
26195589,Dyrus Road,residential,W05001050,Landore,not_started
26195597,Essex Terrace,residential,W05001050,Landore,not_started
26195598,Alfred Road,residential,W05001050,Landore,not_started
26195601,Emlyn Terrace,residential,W05001050,Landore,not_started
26195602,Roseberry Terrace,residential,W05001050,Landore,not_started
26195603,Plasmarl Terrace,residential,W05001050,Landore,not_started
26195606,Smyrna Street,residential,W05001050,Landore,not_started
26195643,Down Leaze,residential,W05001043,Cockett,not_started
26195645,New Road,residential,W05001043,Cockett,not_started
26254808,Heol-y-Gors,tertiary,W05001044,Cwmbwrla,not_started
26415405,Elgin Street,residential,W05001044,Cwmbwrla,not_started
26415434,Pwll-y-Domen Road,residential,W05001044,Cwmbwrla,not_started
26415436,Zouch Street,residential,W05001044,Cwmbwrla,not_started
26415740,Bohun Street,residential,W05001044,Cwmbwrla,not_started
26415742,Monterey Street,residential,W05001044,Cwmbwrla,not_started
26415760,Hopkins Street,residential,W05001044,Cwmbwrla,not_started
26415765,Bryn Street,residential,W05001044,Cwmbwrla,not_started
26431708,Heol Gerrig,residential,W05001057,Mynydd-bach,not_started
26437324,Kildare Street,residential,W05001044,Cwmbwrla,not_started
26471832,Ffordd Dryden,residential,W05001045,Dunvant_Killay,not_started
26527897,Goppa Road,residential,W05001062,Pontarddulais,not_started
26528446,Lan Street,residential,W05001055,Morriston,not_started
26528447,Bath Road,residential,W05001055,Morriston,not_started
26528448,Bath Avenue,residential,W05001055,Morriston,not_started
26550954,Broadacre,residential,W05001045,Dunvant_Killay,not_started
26550955,Glan Dulais,residential,W05001045,Dunvant_Killay,not_started
26551008,Harlech Close,residential,W05001064,Sketty,not_started
26551094,Prescelli Road,residential,W05001059,Penderry,not_started
26551098,Peris Road,residential,W05001059,Penderry,not_started
26551100,Crwys Terrace,residential,W05001059,Penderry,not_started
26551100,Crwys Terrace,residential,W05001057,Mynydd-bach,not_started
26551101,Pengwern Road,residential,W05001057,Mynydd-bach,not_started
26551103,Bryntywod,unclassified,W05001051,Llangyfelach,not_started
26551275,Hospital Road,unclassified,W05001060,Penllergaer,not_started
26551277,Brynrhos Crescent,residential,W05001060,Penllergaer,not_started
26551382,Clordir Road,unclassified,W05001063,Pontlliw_Tircoed,not_started
26562745,Glyn Crescent,residential,W05001064,Sketty,not_started
26566171,Geiriol Gardens,residential,W05001043,Cockett,not_started
26566171,Geiriol Gardens,residential,W05001066,Townhill,not_started
26566173,Gwynfor Road,residential,W05001043,Cockett,not_started
26566173,Gwynfor Road,residential,W05001066,Townhill,not_started
26583563,Phoenix Way,unclassified,W05001053,Llwchwr,not_started
26583563,Phoenix Way,unclassified,W05001060,Penllergaer,not_started
26584496,Talbot Street,residential,W05001049,Gowerton,not_started
26584531,Waunarlwydd Road,unclassified,W05001069,Waunarlwydd,not_started
26584558,Llwyn y Graig,unclassified,W05001060,Penllergaer,not_started
26584579,Caer-Gynydd Road,residential,W05001069,Waunarlwydd,not_started
26584587,Westwinds Close,residential,W05001069,Waunarlwydd,not_started
26584597,Bevan Way,residential,W05001069,Waunarlwydd,not_started
26584621,Swansea Road,secondary,W05001069,Waunarlwydd,not_started
26624955,Alexandra Road,tertiary,W05001041,Castle,not_started
26746741,Wimblewood Close,residential,W05001056,Mumbles,not_started
26821892,Lôn Camlad,residential,W05001055,Morriston,not_started
26821894,Glaslyn Place,residential,W05001057,Mynydd-bach,not_started
26821901,Ewenny Place,residential,W05001057,Mynydd-bach,not_started
26821905,Solva Road,residential,W05001057,Mynydd-bach,not_started
26821906,Creswell Road,residential,W05001057,Mynydd-bach,not_started
26821907,Severn Road,residential,W05001057,Mynydd-bach,not_started
26822121,St Clears Place,residential,W05001059,Penderry,not_started
26822122,Heol Cadifor,residential,W05001059,Penderry,not_started
26822123,Heol Penar,residential,W05001057,Mynydd-bach,not_started
26822123,Heol Penar,residential,W05001059,Penderry,not_started
26822124,John Penry Crescent,residential,W05001059,Penderry,not_started
26822125,Armine Road,residential,W05001043,Cockett,not_started
26822126,King's Head Road,residential,W05001043,Cockett,not_started
26822127,Eppynt Road,residential,W05001059,Penderry,not_started
26822128,Conway Road,tertiary,W05001059,Penderry,not_started
26822849,St. Donat's Avenue,residential,W05001064,Sketty,not_started
26841783,Clwyd Road,residential,W05001059,Penderry,not_started
26841785,Penlan Road,residential,W05001057,Mynydd-bach,not_started
26841785,Penlan Road,residential,W05001059,Penderry,not_started
26841832,Heol Fach,residential,W05001057,Mynydd-bach,not_started
26841958,Railway Terrace,residential,W05001043,Cockett,not_started
26841959,Bryn-Glas Road,residential,W05001043,Cockett,not_started
26841961,Brick Yard Road,residential,W05001043,Cockett,not_started
27012163,Heol Ddu,tertiary,W05001059,Penderry,not_started
27012163,Heol Ddu,tertiary,W05001057,Mynydd-bach,not_started
27012504,Meadow Street,residential,W05001066,Townhill,not_started
27046399,Garnlwyd Close,residential,W05001057,Mynydd-bach,not_started
27046400,Bryn Eglur Road,residential,W05001057,Mynydd-bach,not_started
27046401,Glasbury Road,residential,W05001057,Mynydd-bach,not_started
27046402,Gellifawr Road,residential,W05001057,Mynydd-bach,not_started
27046403,Gelli Gwyn Road,residential,W05001057,Mynydd-bach,not_started
27046427,Davies Street,residential,W05001055,Morriston,not_started
27046428,Glantawe Street,residential,W05001055,Morriston,not_started
27046452,Pen-y-môr Road,residential,W05001059,Penderry,not_started
27046453,Eiddwen Road,residential,W05001059,Penderry,not_started
27090868,Peter Terrace,residential,W05001041,Castle,not_started
27314240,Priors Crescent,residential,W05001045,Dunvant_Killay,not_started
27314241,Priors Way,residential,W05001045,Dunvant_Killay,not_started
27326285,Slipway Road,unclassified,W05001068,Waterfront,not_started
27326716,Pont y Cob Road,tertiary,W05001049,Gowerton,not_started
27390597,Fishermans Way,residential,W05001068,Waterfront,not_started
27390599,St Margarets Court,residential,W05001068,Waterfront,not_started
27545815,St Stephens Court,residential,W05001068,Waterfront,not_started
27596857,Waun Wen Terrace,residential,W05001041,Castle,not_started
27596887,Marsden Street,residential,W05001041,Castle,not_started
27596893,Joseph Davies' Close,residential,W05001041,Castle,not_started
27597519,Gordon Thomas Close,residential,W05001041,Castle,not_started
27609157,Bryn-Amlwg Road,residential,W05001043,Cockett,not_started
27609158,Ael-Y-Bryn Road,residential,W05001043,Cockett,not_started
27609159,Martell Street,residential,W05001043,Cockett,not_started
27615927,Highbury Close,residential,W05001044,Cwmbwrla,not_started
27616192,Heol-y-Maes,residential,W05001062,Pontarddulais,not_started
27625269,Church Gardens,residential,W05001043,Cockett,not_started
27625478,Glanymor Park Drive,residential,W05001053,Llwchwr,not_started
27639437,Pant Lasau Road,tertiary,W05001051,Llangyfelach,not_started
27639949,Bryntirion Road,primary,W05001063,Pontlliw_Tircoed,not_started
27664445,Heol Hermas,residential,W05001059,Penderry,not_started
27664445,Heol Hermas,residential,W05001057,Mynydd-bach,not_started
27664446,Plover Close,residential,W05001057,Mynydd-bach,not_started
27664448,Talley Road,residential,W05001059,Penderry,not_started
27664450,Bettws Road,residential,W05001059,Penderry,not_started
27740762,Ferry Road,residential,W05001053,Llwchwr,not_started
27741406,Maes y Deri,unclassified,W05001052,Llansamlet,not_started
27885928,Dale Close,residential,W05001069,Waunarlwydd,not_started
27885933,Mynydd Bach y Glo,unclassified,W05001069,Waunarlwydd,not_started
27947377,Raglan Road,residential,W05001064,Sketty,not_started
27947412,Llwynmawr Road,unclassified,W05001043,Cockett,not_started
28047983,Bayswater Road,residential,W05001064,Sketty,not_started
28047984,Lon Mefus,residential,W05001064,Sketty,not_started
281583109,Knoyle Terrace,residential,W05001057,Mynydd-bach,not_started
281584358,Windsor Place,residential,W05001056,Mumbles,not_started
281585444,Yr Hafan,residential,W05001068,Waterfront,not_started
28198613,Lon Mafon,residential,W05001064,Sketty,not_started
28198614,Lon Bedwen,residential,W05001064,Sketty,not_started
28198615,Lon Masarn,residential,W05001064,Sketty,not_started
28198617,Brynmead Close,residential,W05001064,Sketty,not_started
28198623,Lon Iorwg,residential,W05001064,Sketty,not_started
28198624,Lon Draenen,residential,W05001064,Sketty,not_started
28382958,Brynaeron Court,residential,W05001045,Dunvant_Killay,not_started
28400600,Portway,residential,W05001039,Bishopston,not_started
28486467,Gelli Aur,residential,W05001057,Mynydd-bach,not_started
28486600,Pentre Treharne Hill,residential,W05001050,Landore,not_started
28503443,Gelli'r Rhedyn,residential,W05001043,Cockett,not_started
28598971,Clovelly Place,residential,W05001056,Mumbles,not_started
286004912,Station Road,unclassified,W05001062,Pontarddulais,not_started
28619463,Poplar Close,residential,W05001064,Sketty,not_started
28619788,Juniper Close,residential,W05001064,Sketty,not_started
28760861,Hendre Owain,residential,W05001064,Sketty,not_started
28760867,Pant-yr-Odyn,residential,W05001064,Sketty,not_started
28760875,Bryn Derwen,residential,W05001064,Sketty,not_started
28760882,Cefn Helyg,residential,W05001064,Sketty,not_started
28760897,Cefn Glas,residential,W05001064,Sketty,not_started
28760961,Coniston Walk,residential,W05001064,Sketty,not_started
28760965,Harlech Crescent,tertiary,W05001064,Sketty,not_started
28761146,Llwyn Arosfa,residential,W05001064,Sketty,not_started
28761284,Heol Ysgawen,residential,W05001064,Sketty,not_started
28761343,Lon Derw,residential,W05001064,Sketty,not_started
28761725,Long Oaks Court,residential,W05001067,Uplands,not_started
28871869,Waunarlwydd Road,unclassified,W05001043,Cockett,not_started
28871873,Waunarlwydd Road,unclassified,W05001064,Sketty,not_started
28871874,Maliphant Street,residential,W05001050,Landore,not_started
29293672,Borough Road,residential,W05001053,Llwchwr,not_started
29583861,Station Road,residential,W05001053,Llwchwr,not_started
29586475,Bwrw Road,residential,W05001053,Llwchwr,not_started
296677378,Cwm Level Road,tertiary,W05001057,Mynydd-bach,not_started
296677380,Cwmlan Terrace,residential,W05001050,Landore,not_started
296677380,Cwmlan Terrace,residential,W05001057,Mynydd-bach,not_started
296677388,Haford Park,residential,W05001050,Landore,not_started
30091060,Welcome Lane,tertiary,W05001041,Castle,not_started
302353181,Clyne Cycle Path,unclassified,W05001049,Gowerton,not_started
302353182,Oakwood Drive,residential,W05001049,Gowerton,not_started
30385949,Caradog Place,residential,W05001066,Townhill,not_started
30486595,Guildhall Road South,secondary,W05001068,Waterfront,not_started
306492916,Westcliff,unclassified,W05001061,Pennard,not_started
30667315,Rustic Close,residential,W05001064,Sketty,not_started
30667316,Kendle Drive,residential,W05001064,Sketty,not_started
30667729,Hendrefolian Court,residential,W05001064,Sketty,not_started
306980458,Cefn Stylle Road,unclassified,W05001049,Gowerton,not_started
308891944,Gellionen Road,unclassified,W05001042,Clydach,not_started
30952005,Llwyn Rhedyn,residential,W05001064,Sketty,not_started
31259497,Castell Close,unclassified,W05001052,Llansamlet,not_started
31282308,Chestnut Avenue,tertiary,W05001056,Mumbles,not_started
314545841,Maes de Breos,residential,W05001053,Llwchwr,not_started
314547267,Beauchamp Walk,residential,W05001053,Llwchwr,not_started
314564483,Coles Close,residential,W05001050,Landore,not_started
314564811,Min yr Aber,residential,W05001047,Gorseinon_Penyrheol,not_started
314565404,The Acorns,residential,W05001056,Mumbles,not_started
314565633,Yew Tree Gardens,residential,W05001042,Clydach,not_started
31553223,Llewellyn Road,residential,W05001060,Penllergaer,not_started
31553225,Gelli Hyll,residential,W05001060,Penllergaer,not_started
31553227,Heol-yr-Eos,residential,W05001060,Penllergaer,not_started
31553228,Heol y Gelli,residential,W05001060,Penllergaer,not_started
31553230,Heol Dewi Sant,residential,W05001060,Penllergaer,not_started
31553231,Dillwyn Road,residential,W05001060,Penllergaer,not_started
31553549,Bryn Road,residential,W05001053,Llwchwr,not_started
31553549,Bryn Road,residential,W05001047,Gorseinon_Penyrheol,not_started
31553551,Frampton Road,tertiary,W05001047,Gorseinon_Penyrheol,not_started
31553552,Pencaecrwn Road,residential,W05001047,Gorseinon_Penyrheol,not_started
31744258,Shoppers Walk Arcade,pedestrian,W05001041,Castle,not_started
32058026,Bevan's Row,residential,W05001068,Waterfront,not_started
32264947,Killan Road,tertiary,W05001045,Dunvant_Killay,not_started
32264949,Fairwood Road,residential,W05001045,Dunvant_Killay,not_started
32298621,Alden Drive,residential,W05001043,Cockett,not_started
32298881,Glasfryn Close,residential,W05001043,Cockett,not_started
32446222,Felin Fach,unclassified,W05001043,Cockett,not_started
32446223,Prydwen Road,unclassified,W05001043,Cockett,not_started
32446224,Jubilee Court,unclassified,W05001043,Cockett,not_started
32446225,Corporation Road,unclassified,W05001043,Cockett,not_started
32446355,Myrtle Road,residential,W05001053,Llwchwr,not_started
32446357,Oak Street,residential,W05001053,Llwchwr,not_started
32446358,St. Paul's Terrace,residential,W05001053,Llwchwr,not_started
32446361,Bryngwyn Avenue,residential,W05001053,Llwchwr,not_started
32877651,Heol Dylan,residential,W05001047,Gorseinon_Penyrheol,not_started
32877652,Heol Cynan,residential,W05001047,Gorseinon_Penyrheol,not_started
32877653,Heol Nantlais,residential,W05001047,Gorseinon_Penyrheol,not_started
32877735,Pen-Cefn-Arda Road,unclassified,W05001047,Gorseinon_Penyrheol,not_started
32877736,Penyrheol Road,residential,W05001047,Gorseinon_Penyrheol,not_started
32877738,Gowerview Road,residential,W05001047,Gorseinon_Penyrheol,not_started
32877742,Sunningdale Drive,residential,W05001047,Gorseinon_Penyrheol,not_started
32877744,Westgrove Court,unclassified,W05001047,Gorseinon_Penyrheol,not_started
32877762,Heol Elfed,residential,W05001047,Gorseinon_Penyrheol,not_started
32877765,Heol Gwili,residential,W05001047,Gorseinon_Penyrheol,not_started
32877772,Heol Dyfed,residential,W05001047,Gorseinon_Penyrheol,not_started
32877798,Heol Crwys,residential,W05001047,Gorseinon_Penyrheol,not_started
32877808,Heol Islwyn,residential,W05001047,Gorseinon_Penyrheol,not_started
32877814,Clos Vernon Watkins,residential,W05001047,Gorseinon_Penyrheol,not_started
32877829,Penybanc Lane,residential,W05001047,Gorseinon_Penyrheol,not_started
32877847,Brynteg Road,residential,W05001047,Gorseinon_Penyrheol,not_started
32877851,Grove Street,residential,W05001047,Gorseinon_Penyrheol,not_started
32877862,Llanerch Crescent,residential,W05001047,Gorseinon_Penyrheol,not_started
32877864,Bryn Close,residential,W05001047,Gorseinon_Penyrheol,not_started
32877928,Brunant Road,residential,W05001047,Gorseinon_Penyrheol,not_started
32877933,Lime Street,tertiary,W05001047,Gorseinon_Penyrheol,not_started
32906601,Llys Brynteg,residential,W05001047,Gorseinon_Penyrheol,not_started
33391170,Princess Street,residential,W05001047,Gorseinon_Penyrheol,not_started
33391406,Brynawel Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33391580,Brynhyfryd Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33391731,Heol Gwenallt,residential,W05001047,Gorseinon_Penyrheol,not_started
33391890,Rufus Lewis Avenue,residential,W05001047,Gorseinon_Penyrheol,not_started
33391897,Brynffynnon Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33391930,Llys y Werin,residential,W05001047,Gorseinon_Penyrheol,not_started
33392245,Brynamlwg Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33393134,Brynafon Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33393150,Pleasant Close,residential,W05001047,Gorseinon_Penyrheol,not_started
33393177,Saron Close,residential,W05001047,Gorseinon_Penyrheol,not_started
33393189,Brookfield Close,residential,W05001047,Gorseinon_Penyrheol,not_started
33393191,Mabon Close,residential,W05001047,Gorseinon_Penyrheol,not_started
33393196,Cobham Close,residential,W05001047,Gorseinon_Penyrheol,not_started
33393211,Fernhill Road,unclassified,W05001047,Gorseinon_Penyrheol,not_started
33393811,Bryneithin Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33393818,Bryncelyn Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33425215,Cecil Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33425802,Sterry Road,tertiary,W05001049,Gowerton,not_started
33434048,Brighton Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33434059,Cae Glas,residential,W05001047,Gorseinon_Penyrheol,not_started
33434082,Llys Dewi Sant,residential,W05001047,Gorseinon_Penyrheol,not_started
33434575,Lon y Felin,residential,W05001047,Gorseinon_Penyrheol,not_started
33435575,Bryngwastad Road,residential,W05001047,Gorseinon_Penyrheol,not_started
33435733,Maesyrhaf Place,residential,W05001053,Llwchwr,not_started
33435736,Pengry Road,unclassified,W05001053,Llwchwr,not_started
33436006,Clôs Brynafon,residential,W05001047,Gorseinon_Penyrheol,not_started
33514655,Brenig Road,residential,W05001059,Penderry,not_started
33514655,Brenig Road,residential,W05001044,Cwmbwrla,not_started
33536482,Derwlas,residential,W05001063,Pontlliw_Tircoed,not_started
33536483,Clos Cerdinen,residential,W05001063,Pontlliw_Tircoed,not_started
33536485,Bryn Bach,residential,W05001063,Pontlliw_Tircoed,not_started
33536486,Nythfa,residential,W05001063,Pontlliw_Tircoed,not_started
33536487,Nant Glas,residential,W05001063,Pontlliw_Tircoed,not_started
33536488,Brynhyfryd,residential,W05001063,Pontlliw_Tircoed,not_started
33536488,Brynhyfryd,residential,W05001051,Llangyfelach,not_started
33536492,Bron Afon,residential,W05001063,Pontlliw_Tircoed,not_started
33536495,Bron Afon Uchaf,residential,W05001063,Pontlliw_Tircoed,not_started
33536497,Llyn Tircoed,residential,W05001063,Pontlliw_Tircoed,not_started
33536500,Ffordd Y Goedwig,residential,W05001051,Llangyfelach,not_started
33536500,Ffordd Y Goedwig,residential,W05001063,Pontlliw_Tircoed,not_started
33536501,Fael Fan,residential,W05001063,Pontlliw_Tircoed,not_started
33536501,Fael Fan,residential,W05001051,Llangyfelach,not_started
33536502,Tro Tircoed,residential,W05001051,Llangyfelach,not_started
33536502,Tro Tircoed,residential,W05001063,Pontlliw_Tircoed,not_started
33536503,Tegfan,residential,W05001063,Pontlliw_Tircoed,not_started
33536504,Clos Ger Y Bryn,residential,W05001063,Pontlliw_Tircoed,not_started
33577242,Druidstone Way,residential,W05001060,Penllergaer,not_started
33577243,Parc Mawr Close,residential,W05001060,Penllergaer,not_started
